edad,sexo,altura_cm,peso_kg,nivel_actividad,objetivo,calorias_diarias,proteina_g,carbohidratos_g,grasas_g
47,mujer,186.2,62.6,muy_intenso,subir,3048.1,228.6,304.8,101.6
37,hombre,162.7,96.1,sedentario,subir,2557.4,191.8,255.7,85.2
20,mujer,160.2,108.2,intenso,bajar,2643.4,198.3,264.3,88.1
39,hombre,171.1,103.4,sedentario,bajar,1796.0,134.7,179.6,59.9
38,hombre,151.8,64.6,sedentario,bajar,1200,90.0,120.0,40.0
24,hombre,183.4,65.0,ligero,subir,2711.7,203.4,271.2,90.4
61,mujer,177.2,86.7,muy_intenso,subir,3266.2,245.0,326.6,108.9
19,mujer,184.7,73.9,muy_intenso,subir,3511.0,263.3,351.1,117.0
44,hombre,170.9,72.8,intenso,mantener,2727.4,204.6,272.7,90.9
43,mujer,158.4,79.9,ligero,mantener,1942.9,145.7,194.3,64.8
50,mujer,157.4,82.6,sedentario,subir,2078.5,155.9,207.9,69.3
20,mujer,190.2,68.3,moderado,bajar,1996.7,149.7,199.7,66.6
54,mujer,184.7,77.2,muy_intenso,bajar,2341.2,175.6,234.1,78.0
48,hombre,175.6,73.2,muy_intenso,bajar,2529.5,189.7,253.0,84.3
62,hombre,157.3,47.9,sedentario,subir,1788.5,134.1,178.9,59.6
47,mujer,177.8,91.5,intenso,subir,3212.2,240.9,321.2,107.1
44,mujer,177.6,102.4,sedentario,bajar,1603.6,120.3,160.4,53.5
20,hombre,160.0,101.2,sedentario,bajar,1800.4,135.0,180.0,60.0
51,mujer,173.6,66.5,muy_intenso,subir,2934.6,220.1,293.5,97.8
44,hombre,185.3,91.1,moderado,mantener,2873.9,215.5,287.4,95.8
21,mujer,167.8,98.4,sedentario,bajar,1620.1,121.5,162.0,54.0
42,hombre,174.9,99.4,moderado,mantener,2917.3,218.8,291.7,97.2
32,hombre,189.3,60.1,moderado,bajar,2025.1,151.9,202.5,67.5
31,hombre,175.9,108.7,muy_intenso,bajar,3369.1,252.7,336.9,112.3
52,hombre,165.7,61.5,intenso,bajar,1907.5,143.1,190.7,63.6
45,mujer,156.8,80.1,sedentario,mantener,1674.0,125.5,167.4,55.8
40,mujer,188.5,83.0,sedentario,mantener,1976.5,148.2,197.7,65.9
25,hombre,154.3,108.5,intenso,subir,3728.2,279.6,372.8,124.3
64,hombre,181.5,105.2,intenso,bajar,2728.1,204.6,272.8,90.9
60,hombre,171.1,45.3,muy_intenso,bajar,1832.0,137.4,183.2,61.1
64,mujer,156.5,83.5,ligero,bajar,1331.7,99.9,133.2,44.4
23,mujer,193.8,99.6,ligero,subir,3055.5,229.2,305.5,101.8
63,mujer,153.4,96.8,ligero,subir,2394.8,179.6,239.5,79.8
39,hombre,176.8,84.7,ligero,bajar,1922.8,144.2,192.3,64.1
60,mujer,174.8,69.9,muy_intenso,bajar,2027.9,152.1,202.8,67.6
26,hombre,182.7,68.1,intenso,subir,3328.8,249.7,332.9,111.0
42,hombre,154.9,48.6,muy_intenso,bajar,1873.3,140.5,187.3,62.4
26,hombre,164.9,77.9,muy_intenso,bajar,2700.8,202.6,270.1,90.0
55,hombre,188.5,64.1,ligero,bajar,1630.0,122.3,163.0,54.3
45,hombre,168.6,56.6,intenso,bajar,1914.6,143.6,191.5,63.8
40,mujer,153.3,79.6,intenso,subir,2803.1,210.2,280.3,93.4
55,hombre,194.5,93.4,ligero,subir,2984.5,223.8,298.4,99.5
24,hombre,157.7,70.0,ligero,subir,2559.6,192.0,256.0,85.3
47,hombre,154.0,59.2,intenso,mantener,2284.8,171.4,228.5,76.2
64,hombre,178.4,101.9,sedentario,bajar,1682.8,126.2,168.3,56.1
63,mujer,156.1,62.4,muy_intenso,bajar,1634.9,122.6,163.5,54.5
36,mujer,188.4,47.1,ligero,bajar,1297.8,97.3,129.8,43.3
37,mujer,183.4,50.6,moderado,subir,2424.7,181.9,242.5,80.8
45,hombre,151.2,72.2,muy_intenso,mantener,2749.3,206.2,274.9,91.6
52,mujer,153.0,46.5,moderado,bajar,1200,90.0,120.0,40.0
37,hombre,193.9,68.0,ligero,subir,2753.8,206.5,275.4,91.8
50,hombre,175.3,62.5,ligero,mantener,2029.0,152.2,202.9,67.6
45,hombre,175.8,78.6,sedentario,bajar,1497.7,112.3,149.8,49.9
58,hombre,151.7,105.5,sedentario,mantener,2061.8,154.6,206.2,68.7
64,hombre,156.4,61.5,moderado,subir,2380.1,178.5,238.0,79.3
47,hombre,168.9,102.7,ligero,bajar,2047.4,153.6,204.7,68.2
43,mujer,159.6,103.2,intenso,bajar,2352.3,176.4,235.2,78.4
21,mujer,185.9,88.6,ligero,mantener,2450.1,183.8,245.0,81.7
57,mujer,164.1,52.7,ligero,mantener,1521.6,114.1,152.2,50.7
53,mujer,168.6,95.5,intenso,bajar,2230.2,167.3,223.0,74.3
20,hombre,150.9,88.6,muy_intenso,subir,3694.8,277.1,369.5,123.2
18,mujer,194.5,84.2,intenso,subir,3516.4,263.7,351.6,117.2
52,mujer,185.7,78.8,ligero,mantener,2100.5,157.5,210.0,70.0
21,mujer,167.4,74.1,muy_intenso,mantener,2890.4,216.8,289.0,96.3
30,hombre,169.9,94.5,ligero,subir,2960.1,222.0,296.0,98.7
38,hombre,174.9,47.5,ligero,subir,2301.8,172.6,230.2,76.7
34,mujer,150.7,63.1,sedentario,mantener,1490.2,111.8,149.0,49.7
33,mujer,150.7,70.1,muy_intenso,mantener,2502.1,187.7,250.2,83.4
50,mujer,170.2,83.6,ligero,mantener,2047.0,153.5,204.7,68.2
23,hombre,183.4,56.4,moderado,bajar,1980.4,148.5,198.0,66.0
57,hombre,156.8,109.5,sedentario,bajar,1654.0,124.0,165.4,55.1
45,mujer,157.4,82.0,muy_intenso,mantener,2693.7,202.0,269.4,89.8
33,mujer,157.1,83.8,intenso,mantener,2576.9,193.3,257.7,85.9
22,hombre,171.8,50.3,sedentario,subir,2166.1,162.5,216.6,72.2
32,mujer,154.8,86.6,muy_intenso,mantener,2873.8,215.5,287.4,95.8
25,hombre,159.5,74.4,ligero,bajar,1728.7,129.7,172.9,57.6
51,hombre,163.8,71.7,ligero,mantener,2049.8,153.7,205.0,68.3
49,mujer,167.0,84.6,ligero,bajar,1540.2,115.5,154.0,51.3
39,hombre,189.4,75.3,moderado,subir,3107.5,233.1,310.7,103.6
39,hombre,163.0,91.7,muy_intenso,mantener,3316.9,248.8,331.7,110.6
62,hombre,192.3,70.9,sedentario,subir,2327.1,174.5,232.7,77.6
30,hombre,176.7,102.1,intenso,subir,3816.1,286.2,381.6,127.2
24,hombre,183.0,80.2,muy_intenso,bajar,2978.4,223.4,297.8,99.3
55,hombre,163.7,88.2,sedentario,subir,2362.1,177.2,236.2,78.7
19,hombre,189.7,80.3,sedentario,mantener,2278.3,170.9,227.8,75.9
35,hombre,152.7,45.4,intenso,mantener,2136.2,160.2,213.6,71.2
54,mujer,154.7,106.2,sedentario,bajar,1417.4,106.3,141.7,47.2
57,mujer,169.6,53.3,moderado,bajar,1277.9,95.8,127.8,42.6
25,hombre,178.4,79.8,sedentario,mantener,2151.6,161.4,215.2,71.7
56,hombre,171.9,109.8,intenso,mantener,3273.0,245.5,327.3,109.1
54,mujer,190.1,95.3,ligero,subir,2751.4,206.4,275.1,91.7
30,hombre,158.9,102.7,muy_intenso,bajar,3062.7,229.7,306.3,102.1
26,mujer,166.0,77.5,intenso,bajar,2124.6,159.3,212.5,70.8
47,hombre,176.4,85.0,ligero,mantener,2368.4,177.6,236.8,78.9
50,mujer,151.2,45.1,ligero,mantener,1354.4,101.6,135.4,45.1
49,hombre,194.7,71.0,muy_intenso,mantener,3205.1,240.4,320.5,106.8
18,hombre,164.2,61.1,muy_intenso,mantener,2949.3,221.2,294.9,98.3
46,hombre,160.1,79.9,ligero,subir,2565.1,192.4,256.5,85.5
34,hombre,166.5,104.1,muy_intenso,mantener,3641.6,273.1,364.2,121.4
18,hombre,159.9,62.3,intenso,mantener,2652.0,198.9,265.2,88.4
22,hombre,168.8,68.1,moderado,bajar,2028.1,152.1,202.8,67.6
40,mujer,173.9,72.8,sedentario,mantener,1744.6,130.8,174.5,58.2
55,mujer,186.7,99.1,sedentario,mantener,2066.2,155.0,206.6,68.9
23,hombre,185.7,85.8,intenso,subir,3692.4,276.9,369.2,123.1
57,mujer,159.2,69.5,muy_intenso,bajar,1863.6,139.8,186.4,62.1
63,mujer,157.6,52.4,intenso,bajar,1281.9,96.1,128.2,42.7
28,hombre,158.9,51.1,muy_intenso,mantener,2601.3,195.1,260.1,86.7
47,hombre,188.4,69.5,muy_intenso,subir,3520.8,264.1,352.1,117.4
29,mujer,176.9,66.9,muy_intenso,subir,3190.4,239.3,319.0,106.3
63,hombre,170.6,67.8,sedentario,mantener,1721.1,129.1,172.1,57.4
50,mujer,152.5,54.2,ligero,subir,1890.7,141.8,189.1,63.0
55,mujer,160.1,55.3,ligero,mantener,1536.7,115.3,153.7,51.2
64,hombre,172.5,88.1,intenso,mantener,2836.1,212.7,283.6,94.5
62,mujer,189.5,62.7,sedentario,bajar,1200,90.0,120.0,40.0
36,hombre,190.1,100.5,intenso,bajar,2981.3,223.6,298.1,99.4
24,mujer,159.4,56.3,ligero,subir,2157.6,161.8,215.8,71.9
37,hombre,166.8,77.4,ligero,bajar,1750.2,131.3,175.0,58.3
52,hombre,175.4,95.6,intenso,subir,3500.3,262.5,350.0,116.7
46,mujer,163.5,45.6,sedentario,subir,1704.2,127.8,170.4,56.8
18,hombre,165.3,73.9,muy_intenso,subir,3605.5,270.4,360.6,120.2
62,hombre,177.8,85.3,moderado,mantener,2571.8,192.9,257.2,85.7
53,hombre,152.5,49.6,ligero,mantener,1635.0,122.6,163.5,54.5
26,mujer,184.5,62.6,muy_intenso,bajar,2327.4,174.6,232.7,77.6
39,mujer,192.2,81.9,sedentario,bajar,1497.1,112.3,149.7,49.9
58,mujer,168.1,101.8,moderado,bajar,2007.3,150.5,200.7,66.9
61,mujer,187.9,78.4,sedentario,bajar,1290.8,96.8,129.1,43.0
29,mujer,177.9,55.8,ligero,subir,2275.3,170.6,227.5,75.8
58,mujer,189.9,90.7,ligero,mantener,2259.0,169.4,225.9,75.3
57,hombre,187.5,108.6,intenso,mantener,3411.8,255.9,341.2,113.7
18,mujer,192.1,102.6,muy_intenso,bajar,3253.7,244.0,325.4,108.5
21,hombre,186.3,96.9,moderado,bajar,2651.7,198.9,265.2,88.4
19,hombre,158.8,77.2,moderado,subir,2995.5,224.7,299.5,99.8
61,hombre,169.8,48.5,ligero,subir,2113.6,158.5,211.4,70.5
37,hombre,191.6,86.0,sedentario,bajar,1753.0,131.5,175.3,58.4
60,mujer,160.3,99.5,ligero,mantener,2111.8,158.4,211.2,70.4
22,hombre,160.3,85.1,sedentario,bajar,1597.4,119.8,159.7,53.2
33,mujer,192.2,58.7,moderado,bajar,1766.5,132.5,176.6,58.9
23,hombre,178.9,69.3,moderado,bajar,2136.7,160.3,213.7,71.2
62,hombre,177.8,88.2,moderado,bajar,2116.8,158.8,211.7,70.6
22,hombre,152.3,108.1,ligero,subir,3050.8,228.8,305.1,101.7
40,hombre,155.4,97.8,moderado,bajar,2219.1,166.4,221.9,74.0
36,mujer,157.4,56.7,intenso,subir,2486.8,186.5,248.7,82.9
50,mujer,158.9,57.7,sedentario,mantener,1391.0,104.3,139.1,46.4
58,hombre,180.6,65.8,sedentario,subir,2202.1,165.2,220.2,73.4
35,mujer,173.2,69.6,muy_intenso,bajar,2240.8,168.1,224.1,74.7
56,mujer,193.8,65.1,moderado,bajar,1702.9,127.7,170.3,56.8
19,hombre,153.4,51.8,intenso,bajar,1892.1,141.9,189.2,63.1
55,mujer,190.6,69.4,sedentario,mantener,1739.1,130.4,173.9,58.0
34,hombre,153.9,97.9,sedentario,bajar,1631.0,122.3,163.1,54.4
57,mujer,184.1,88.6,sedentario,mantener,1908.8,143.2,190.9,63.6
41,mujer,160.8,99.8,ligero,subir,2650.9,198.8,265.1,88.4
40,hombre,162.1,98.5,muy_intenso,mantener,3425.9,256.9,342.6,114.2
62,mujer,184.0,59.1,ligero,subir,2146.2,161.0,214.6,71.5
18,hombre,188.8,100.6,muy_intenso,subir,4391.9,329.4,439.2,146.4
52,mujer,156.3,87.9,intenso,bajar,1975.2,148.1,197.5,65.8
43,hombre,153.5,57.1,ligero,mantener,1815.5,136.2,181.6,60.5
31,hombre,160.0,61.8,moderado,subir,2675.4,200.7,267.5,89.2
45,hombre,153.2,85.1,ligero,subir,2584.2,193.8,258.4,86.1
41,hombre,150.7,73.2,muy_intenso,bajar,2300.4,172.5,230.0,76.7
56,hombre,185.2,57.1,sedentario,mantener,1744.2,130.8,174.4,58.1
54,mujer,153.7,92.4,intenso,mantener,2507.5,188.1,250.8,83.6
56,hombre,153.6,98.0,ligero,subir,2689.4,201.7,268.9,89.6
62,hombre,187.6,107.9,intenso,subir,3757.7,281.8,375.8,125.3
26,mujer,191.2,64.8,muy_intenso,bajar,2448.8,183.7,244.9,81.6
20,mujer,179.1,99.8,muy_intenso,bajar,3027.1,227.0,302.7,100.9
53,mujer,156.4,86.0,sedentario,subir,2093.8,157.0,209.4,69.8
51,mujer,189.7,106.2,muy_intenso,bajar,2980.1,223.5,298.0,99.3
40,mujer,159.0,89.5,ligero,mantener,2100.7,157.5,210.1,70.0
38,hombre,164.5,66.4,muy_intenso,mantener,2863.5,214.8,286.4,95.5
47,mujer,186.0,45.9,intenso,mantener,2114.0,158.5,211.4,70.5
29,hombre,188.7,49.5,ligero,subir,2509.8,188.2,251.0,83.7
34,hombre,182.5,84.7,sedentario,mantener,2187.2,164.0,218.7,72.9
61,mujer,177.2,97.6,moderado,bajar,2007.1,150.5,200.7,66.9
32,hombre,167.4,63.7,moderado,bajar,1868.8,140.2,186.9,62.3
19,mujer,173.1,104.8,moderado,subir,3304.5,247.8,330.5,110.2
31,hombre,181.1,85.5,muy_intenso,bajar,2990.1,224.3,299.0,99.7
39,mujer,186.5,82.3,sedentario,subir,2359.1,176.9,235.9,78.6
51,hombre,161.8,82.5,ligero,subir,2581.1,193.6,258.1,86.0
52,mujer,175.8,45.1,ligero,subir,1952.0,146.4,195.2,65.1
51,hombre,186.5,71.4,ligero,mantener,2240.7,168.1,224.1,74.7
46,mujer,157.4,85.2,intenso,bajar,1992.2,149.4,199.2,66.4
44,mujer,186.1,96.9,muy_intenso,bajar,2827.1,212.0,282.7,94.2
59,mujer,172.8,86.7,ligero,bajar,1550.1,116.3,155.0,51.7
62,mujer,165.5,101.5,ligero,bajar,1670.3,125.3,167.0,55.7
24,mujer,168.3,68.0,muy_intenso,subir,3156.7,236.7,315.7,105.2
63,mujer,153.7,109.6,ligero,bajar,1673.4,125.5,167.3,55.8
47,mujer,173.6,106.1,intenso,subir,3418.8,256.4,341.9,114.0
20,mujer,166.0,49.9,muy_intenso,bajar,1923.4,144.3,192.3,64.1
18,mujer,188.6,90.6,intenso,mantener,3163.2,237.2,316.3,105.4
53,mujer,162.6,97.6,intenso,mantener,2701.8,202.6,270.2,90.1
45,hombre,173.8,67.4,ligero,bajar,1617.8,121.3,161.8,53.9
51,hombre,153.0,66.6,moderado,mantener,2127.0,159.5,212.7,70.9
32,mujer,191.0,84.0,sedentario,bajar,1555.3,116.6,155.5,51.8
62,mujer,177.6,67.4,ligero,bajar,1305.4,97.9,130.5,43.5
31,hombre,163.3,70.4,ligero,subir,2565.1,192.4,256.5,85.5
37,hombre,157.1,104.0,intenso,subir,3577.2,268.3,357.7,119.2
62,hombre,165.3,68.1,sedentario,mantener,1691.0,126.8,169.1,56.4
30,hombre,165.4,56.9,moderado,bajar,1759.5,132.0,176.0,58.7
48,mujer,163.6,56.3,sedentario,mantener,1421.4,106.6,142.1,47.4
60,hombre,150.3,49.1,moderado,subir,2159.8,162.0,216.0,72.0
53,mujer,172.0,77.7,ligero,subir,2360.8,177.1,236.1,78.7
56,hombre,168.0,83.3,moderado,mantener,2492.4,186.9,249.2,83.1
28,hombre,189.6,90.4,moderado,bajar,2528.7,189.7,252.9,84.3
55,hombre,153.1,61.1,moderado,bajar,1511.7,113.4,151.2,50.4
48,mujer,170.5,60.8,ligero,subir,2149.9,161.2,215.0,71.7
28,hombre,175.6,80.6,muy_intenso,mantener,3360.1,252.0,336.0,112.0
26,hombre,179.4,103.7,moderado,subir,3551.5,266.4,355.2,118.4
19,hombre,183.6,73.1,moderado,mantener,2772.2,207.9,277.2,92.4
64,hombre,190.8,110.0,muy_intenso,mantener,3757.2,281.8,375.7,125.2
31,mujer,170.9,99.5,ligero,bajar,1902.3,142.7,190.2,63.4
53,mujer,188.9,93.6,moderado,mantener,2620.5,196.5,262.0,87.3
48,hombre,160.7,81.2,muy_intenso,subir,3404.6,255.3,340.5,113.5
47,mujer,169.4,102.5,muy_intenso,mantener,3206.7,240.5,320.7,106.9
59,hombre,187.2,69.9,ligero,mantener,2171.1,162.8,217.1,72.4
19,hombre,154.2,89.4,moderado,subir,3140.0,235.5,314.0,104.7
31,hombre,165.4,55.8,sedentario,mantener,1730.1,129.8,173.0,57.7
30,hombre,158.4,85.2,moderado,bajar,2130.3,159.8,213.0,71.0
27,mujer,159.2,91.8,moderado,bajar,2006.3,150.5,200.6,66.9
19,hombre,156.0,72.9,intenso,mantener,2784.2,208.8,278.4,92.8
48,mujer,174.6,76.7,sedentario,mantener,1748.7,131.2,174.9,58.3
36,mujer,194.2,74.1,moderado,bajar,2001.3,150.1,200.1,66.7
41,mujer,186.4,57.7,moderado,mantener,2132.8,160.0,213.3,71.1
22,hombre,168.0,51.3,sedentario,mantener,1749.6,131.2,175.0,58.3
45,hombre,170.2,98.8,moderado,mantener,2839.2,212.9,283.9,94.6
27,mujer,151.6,64.3,sedentario,subir,1953.4,146.5,195.3,65.1
44,mujer,180.4,58.9,intenso,bajar,1803.7,135.3,180.4,60.1
61,hombre,156.3,65.1,ligero,mantener,1825.8,136.9,182.6,60.9
21,mujer,157.9,63.4,intenso,subir,2737.2,205.3,273.7,91.2
47,mujer,166.0,101.9,muy_intenso,subir,3554.9,266.6,355.5,118.5
61,hombre,179.6,96.7,ligero,subir,2860.6,214.5,286.1,95.4
62,mujer,184.0,91.7,intenso,bajar,2253.1,169.0,225.3,75.1
44,mujer,179.3,83.6,muy_intenso,bajar,2493.7,187.0,249.4,83.1
49,hombre,161.1,60.2,muy_intenso,bajar,2100.9,157.6,210.1,70.0
36,hombre,191.6,79.0,ligero,mantener,2492.2,186.9,249.2,83.1
25,mujer,158.5,93.1,intenso,mantener,2821.5,211.6,282.1,94.0
32,hombre,174.2,53.5,moderado,bajar,1776.6,133.2,177.7,59.2
28,mujer,187.3,72.5,moderado,bajar,1971.7,147.9,197.2,65.7
45,mujer,153.5,94.9,moderado,mantener,2359.7,177.0,236.0,78.7
64,mujer,155.1,72.6,moderado,mantener,1882.3,141.2,188.2,62.7
41,hombre,159.1,90.9,ligero,subir,2742.1,205.7,274.2,91.4
52,hombre,191.3,89.5,moderado,bajar,2345.2,175.9,234.5,78.2
20,hombre,162.7,48.0,ligero,subir,2327.6,174.6,232.8,77.6
57,hombre,165.0,66.7,ligero,bajar,1450.1,108.8,145.0,48.3
32,hombre,169.6,48.4,muy_intenso,mantener,2639.1,197.9,263.9,88.0
19,hombre,179.8,87.6,muy_intenso,subir,4028.5,302.1,402.9,134.3
62,mujer,181.2,108.3,muy_intenso,bajar,2814.5,211.1,281.5,93.8
29,hombre,157.2,101.7,moderado,subir,3282.2,246.2,328.2,109.4
29,hombre,166.6,106.8,sedentario,mantener,2363.1,177.2,236.3,78.8
21,hombre,187.5,91.1,moderado,bajar,2573.5,193.0,257.3,85.8
58,mujer,193.3,46.6,intenso,bajar,1609.9,120.7,161.0,53.7
57,hombre,152.2,68.2,moderado,bajar,1597.5,119.8,159.8,53.3
20,hombre,173.2,93.7,ligero,bajar,2146.2,161.0,214.6,71.5
53,hombre,150.8,99.9,muy_intenso,bajar,2694.8,202.1,269.5,89.8
38,mujer,192.2,69.6,ligero,subir,2526.1,189.5,252.6,84.2
46,hombre,166.0,109.5,sedentario,subir,2689.0,201.7,268.9,89.6
44,hombre,189.1,104.8,intenso,mantener,3475.7,260.7,347.6,115.9
40,hombre,155.1,100.9,moderado,subir,3164.2,237.3,316.4,105.5
37,mujer,186.2,46.6,muy_intenso,subir,2839.1,212.9,283.9,94.6
50,hombre,183.4,78.4,moderado,subir,3012.1,225.9,301.2,100.4
41,mujer,188.6,68.1,muy_intenso,mantener,2838.1,212.9,283.8,94.6
59,mujer,160.9,98.6,moderado,bajar,1880.2,141.0,188.0,62.7
25,mujer,158.4,80.0,intenso,mantener,2594.4,194.6,259.4,86.5
31,hombre,186.1,80.4,sedentario,subir,2580.5,193.5,258.1,86.0
47,hombre,163.2,67.9,sedentario,bajar,1262.8,94.7,126.3,42.1
26,hombre,174.4,107.7,sedentario,subir,2850.4,213.8,285.0,95.0
25,hombre,176.5,64.4,muy_intenso,mantener,3091.5,231.9,309.2,103.1
49,hombre,183.5,96.1,moderado,mantener,2895.2,217.1,289.5,96.5
42,mujer,165.6,65.6,intenso,mantener,2277.0,170.8,227.7,75.9
41,hombre,193.3,54.6,moderado,bajar,1908.9,143.2,190.9,63.6
43,hombre,159.1,91.5,ligero,bajar,1836.6,137.7,183.7,61.2
39,hombre,178.8,64.2,moderado,bajar,1932.7,145.0,193.3,64.4
51,hombre,157.6,57.5,intenso,subir,2659.8,199.5,266.0,88.7
30,mujer,154.3,45.6,intenso,subir,2313.7,173.5,231.4,77.1
19,mujer,168.6,61.2,moderado,bajar,1685.1,126.4,168.5,56.2
42,hombre,174.1,69.6,ligero,mantener,2171.3,162.8,217.1,72.4
35,mujer,155.8,82.7,ligero,subir,2414.0,181.1,241.4,80.5
57,hombre,184.4,73.0,ligero,subir,2603.4,195.3,260.3,86.8
51,mujer,183.6,50.1,sedentario,bajar,1200,90.0,120.0,40.0
24,mujer,185.8,75.5,ligero,mantener,2248.5,168.6,224.8,74.9
28,mujer,187.1,77.2,intenso,mantener,2829.6,212.2,283.0,94.3
18,mujer,166.5,56.4,sedentario,mantener,1624.3,121.8,162.4,54.1
62,hombre,159.2,89.4,sedentario,subir,2300.8,172.6,230.1,76.7
41,mujer,181.3,69.6,ligero,subir,2411.8,180.9,241.2,80.4
42,hombre,170.1,73.6,intenso,bajar,2249.9,168.7,225.0,75.0
55,hombre,174.4,83.6,moderado,subir,2966.8,222.5,296.7,98.9
51,mujer,160.3,95.4,intenso,mantener,2656.3,199.2,265.6,88.5
60,mujer,182.6,109.7,ligero,bajar,1943.7,145.8,194.4,64.8
42,hombre,190.9,45.0,sedentario,subir,2125.8,159.4,212.6,70.9
38,mujer,162.6,52.5,muy_intenso,mantener,2261.5,169.6,226.1,75.4
32,hombre,167.7,74.8,sedentario,bajar,1469.3,110.2,146.9,49.0
22,mujer,154.4,78.5,muy_intenso,mantener,2810.1,210.8,281.0,93.7
21,mujer,164.5,59.2,ligero,bajar,1361.9,102.1,136.2,45.4
53,mujer,170.5,70.1,intenso,subir,2712.6,203.4,271.3,90.4
26,hombre,169.3,89.3,sedentario,mantener,2191.3,164.4,219.1,73.0
30,hombre,188.8,91.4,intenso,bajar,2862.0,214.7,286.2,95.4
55,mujer,178.4,107.5,muy_intenso,bajar,2832.6,212.4,283.3,94.4
64,hombre,176.5,85.5,sedentario,mantener,1971.8,147.9,197.2,65.7
27,hombre,180.7,89.9,muy_intenso,bajar,3106.9,233.0,310.7,103.6
37,hombre,155.0,58.9,muy_intenso,subir,3017.7,226.3,301.8,100.6
63,mujer,181.1,85.0,ligero,bajar,1570.6,117.8,157.1,52.4
39,mujer,161.3,57.7,moderado,mantener,1905.1,142.9,190.5,63.5
65,hombre,151.9,87.7,moderado,mantener,2334.9,175.1,233.5,77.8
54,mujer,185.1,83.5,sedentario,mantener,1873.0,140.5,187.3,62.4
44,mujer,174.8,58.1,ligero,mantener,1777.2,133.3,177.7,59.2
46,hombre,155.8,45.3,intenso,mantener,2073.0,155.5,207.3,69.1
42,mujer,160.1,92.7,muy_intenso,bajar,2457.6,184.3,245.8,81.9
26,hombre,190.1,60.4,muy_intenso,mantener,3167.5,237.6,316.8,105.6
48,hombre,170.4,67.1,ligero,bajar,1563.9,117.3,156.4,52.1
35,mujer,171.9,97.9,ligero,subir,2761.4,207.1,276.1,92.0
58,hombre,165.0,54.6,ligero,mantener,1776.8,133.3,177.7,59.2
40,mujer,153.5,66.9,ligero,mantener,1742.6,130.7,174.3,58.1
44,mujer,157.8,92.7,intenso,bajar,2143.1,160.7,214.3,71.4
59,hombre,155.9,103.6,sedentario,mantener,2064.4,154.8,206.4,68.8
29,hombre,172.6,108.8,moderado,bajar,2641.5,198.1,264.1,88.0
28,mujer,162.5,56.6,sedentario,bajar,1200,90.0,120.0,40.0
26,mujer,174.3,47.5,ligero,subir,2150.9,161.3,215.1,71.7
21,mujer,179.9,106.6,sedentario,mantener,2309.2,173.2,230.9,77.0
33,mujer,151.9,78.4,muy_intenso,mantener,2674.0,200.6,267.4,89.1
18,hombre,151.5,83.5,intenso,mantener,2927.1,219.5,292.7,97.6
64,hombre,193.1,78.6,intenso,subir,3294.3,247.1,329.4,109.8
59,mujer,175.8,85.6,moderado,mantener,2323.1,174.2,232.3,77.4
20,mujer,159.8,94.1,moderado,mantener,2602.1,195.2,260.2,86.7
29,hombre,183.6,56.0,muy_intenso,mantener,2978.2,223.4,297.8,99.3
25,hombre,185.4,52.1,sedentario,subir,2271.7,170.4,227.2,75.7
36,mujer,168.8,52.5,sedentario,mantener,1486.8,111.5,148.7,49.6
32,mujer,170.5,102.6,intenso,mantener,3054.3,229.1,305.4,101.8
29,mujer,179.6,97.7,moderado,bajar,2279.9,171.0,228.0,76.0
34,hombre,162.3,51.2,muy_intenso,subir,2986.6,224.0,298.7,99.6
31,mujer,189.4,107.7,ligero,subir,3074.0,230.6,307.4,102.5
51,mujer,193.6,72.8,intenso,subir,3025.5,226.9,302.5,100.8
47,hombre,162.0,102.2,ligero,mantener,2481.2,186.1,248.1,82.7
38,hombre,193.1,72.5,ligero,subir,2802.0,210.1,280.2,93.4
20,hombre,168.1,71.1,sedentario,subir,2399.9,180.0,240.0,80.0
44,hombre,175.0,47.8,intenso,bajar,1840.4,138.0,184.0,61.3
37,hombre,160.8,79.2,sedentario,subir,2340.4,175.5,234.0,78.0
65,hombre,190.9,47.6,intenso,mantener,2327.2,174.5,232.7,77.6
43,mujer,155.5,47.1,intenso,mantener,1840.4,138.0,184.0,61.3
59,mujer,172.2,87.1,sedentario,mantener,1789.5,134.2,179.0,59.7
62,mujer,191.5,106.5,intenso,bajar,2589.3,194.2,258.9,86.3
32,mujer,162.3,92.4,moderado,mantener,2506.9,188.0,250.7,83.6
18,hombre,183.2,99.6,ligero,bajar,2327.0,174.5,232.7,77.6
56,hombre,167.5,98.6,muy_intenso,subir,3740.0,280.5,374.0,124.7
36,mujer,162.0,109.0,sedentario,mantener,2113.8,158.5,211.4,70.5
29,hombre,184.8,47.1,sedentario,subir,2183.2,163.7,218.3,72.8
45,hombre,177.8,96.8,moderado,mantener,2881.8,216.1,288.2,96.1
27,mujer,174.0,82.8,sedentario,mantener,1943.4,145.8,194.3,64.8
61,hombre,153.1,62.4,muy_intenso,subir,2833.7,212.5,283.4,94.5
22,mujer,185.2,76.2,intenso,mantener,2843.7,213.3,284.4,94.8
26,mujer,176.7,100.2,sedentario,mantener,2178.4,163.4,217.8,72.6
60,mujer,159.6,45.7,sedentario,subir,1592.2,119.4,159.2,53.1
53,mujer,173.0,99.2,intenso,subir,3241.5,243.1,324.2,108.1
36,mujer,173.9,78.2,moderado,mantener,2368.2,177.6,236.8,78.9
62,hombre,155.7,97.1,muy_intenso,mantener,3114.3,233.6,311.4,103.8
