calorias_diarias,proteina_g,carbohidratos_g,grasas_g
1488.1,111.6,148.8,49.6
3686.6,276.5,368.7,122.9
2340.4,175.5,234.0,78.0
1934.5,145.1,193.4,64.5
2249.4,168.7,224.9,75.0
2814.5,211.1,281.5,93.8
3278.4,245.9,327.8,109.3
1800.0,135.0,180.0,60.0
1897.8,142.3,189.8,63.3
3311.2,248.3,331.1,110.4
1945.1,145.9,194.5,64.8
1618.4,121.4,161.8,53.9
2582.0,193.6,258.2,86.1
2141.8,160.6,214.2,71.4
2780.8,208.6,278.1,92.7
2623.5,196.8,262.4,87.5
3317.2,248.8,331.7,110.6
2584.4,193.8,258.4,86.1
2427.9,182.1,242.8,80.9
2827.9,212.1,282.8,94.3
2361.4,177.1,236.1,78.7
2158.9,161.9,215.9,72.0
2256.6,169.2,225.7,75.2
2517.5,188.8,251.7,83.9
1373.3,103.0,137.3,45.8
2496.3,187.2,249.6,83.2
2217.1,166.3,221.7,73.9
1758.1,131.9,175.8,58.6
2340.1,175.5,234.0,78.0
2053.0,154.0,205.3,68.4
2563.3,192.3,256.3,85.4
2709.2,203.2,270.9,90.3
2673.1,200.5,267.3,89.1
2760.9,207.1,276.1,92.0
1754.7,131.6,175.5,58.5
1274.4,95.6,127.4,42.5
1440.2,108.0,144.0,48.0
1855.9,139.2,185.6,61.9
3459.3,259.4,345.9,115.3
2978.2,223.4,297.8,99.3
2904.9,217.9,290.5,96.8
2032.4,152.4,203.2,67.7
2113.6,158.5,211.4,70.5
2167.2,162.5,216.7,72.2
1525.5,114.4,152.6,50.9
2190.8,164.3,219.1,73.0
2619.2,196.4,261.9,87.3
1452.5,108.9,145.3,48.4
2049.3,153.7,204.9,68.3
1820.5,136.5,182.0,60.7
1748.7,131.2,174.9,58.3
2301.8,172.6,230.2,76.7
2546.4,191.0,254.6,84.9
2698.5,202.4,269.8,89.9
2217.0,166.3,221.7,73.9
1943.9,145.8,194.4,64.8
1494.2,112.1,149.4,49.8
3016.2,226.2,301.6,100.5
1907.8,143.1,190.8,63.6
2247.1,168.5,224.7,74.9
2442.5,183.2,244.3,81.4
3988.1,299.1,398.8,132.9
2134.1,160.1,213.4,71.1
1959.0,146.9,195.9,65.3
2607.6,195.6,260.8,86.9
2064.4,154.8,206.4,68.8
2449.6,183.7,245.0,81.7
3865.1,289.9,386.5,128.8
2934.1,220.1,293.4,97.8
1882.7,141.2,188.3,62.8
3513.9,263.5,351.4,117.1
2376.2,178.2,237.6,79.2
2266.6,170.0,226.7,75.6
1620.1,121.5,162.0,54.0
2526.1,189.5,252.6,84.2
2216.1,166.2,221.6,73.9
3319.6,249.0,332.0,110.7
1728.5,129.6,172.8,57.6
1200.0,90.0,120.0,40.0
1949.8,146.2,195.0,65.0
1284.0,96.3,128.4,42.8
2230.3,167.3,223.0,74.3
2745.0,205.9,274.5,91.5
2507.0,188.0,250.7,83.6
3523.5,264.3,352.4,117.5
1200.0,90.0,120.0,40.0
2328.8,174.7,232.9,77.6
2283.9,171.3,228.4,76.1
2893.7,217.0,289.4,96.5
2988.6,224.1,298.9,99.6
2134.4,160.1,213.4,71.1
1837.7,137.8,183.8,61.3
3260.9,244.6,326.1,108.7
2664.5,199.8,266.4,88.8
2106.5,158.0,210.7,70.2
2920.6,219.0,292.1,97.4
2555.8,191.7,255.6,85.2
2482.4,186.2,248.2,82.7
2032.3,152.4,203.2,67.7
2746.9,206.0,274.7,91.6
2157.6,161.8,215.8,71.9
2114.0,158.5,211.4,70.5
2559.3,191.9,255.9,85.3
3254.9,244.1,325.5,108.5
3210.2,240.8,321.0,107.0
2142.9,160.7,214.3,71.4
2241.2,168.1,224.1,74.7
2886.3,216.5,288.6,96.2
2746.2,206.0,274.6,91.5
2670.7,200.3,267.1,89.0
1200.0,90.0,120.0,40.0
1582.5,118.7,158.2,52.8
2206.3,165.5,220.6,73.5
2014.6,151.1,201.5,67.2
3937.8,295.3,393.8,131.3
1202.2,90.2,120.2,40.1
2588.5,194.1,258.8,86.3
2780.3,208.5,278.0,92.7
2222.8,166.7,222.3,74.1
3079.0,230.9,307.9,102.6
1898.0,142.4,189.8,63.3
2249.4,168.7,224.9,75.0
2135.0,160.1,213.5,71.2
1937.2,145.3,193.7,64.6
2007.6,150.6,200.8,66.9
1290.6,96.8,129.1,43.0
1642.9,123.2,164.3,54.8
2206.4,165.5,220.6,73.5
3500.0,262.5,350.0,116.7
1616.5,121.2,161.7,53.9
2218.5,166.4,221.9,74.0
3569.4,267.7,356.9,119.0
2152.0,161.4,215.2,71.7
2996.2,224.7,299.6,99.9
1200.0,90.0,120.0,40.0
2138.2,160.4,213.8,71.3
1490.2,111.8,149.0,49.7
2728.6,204.6,272.9,91.0
1964.7,147.4,196.5,65.5
1924.0,144.3,192.4,64.1
2684.9,201.4,268.5,89.5
2013.2,151.0,201.3,67.1
2486.8,186.5,248.7,82.9
1524.5,114.3,152.5,50.8
1309.0,98.2,130.9,43.6
1630.3,122.3,163.0,54.3
3060.0,229.5,306.0,102.0
1580.0,118.5,158.0,52.7
2012.9,151.0,201.3,67.1
1878.8,140.9,187.9,62.6
2378.9,178.4,237.9,79.3
1649.0,123.7,164.9,55.0
2797.5,209.8,279.8,93.3
1882.0,141.2,188.2,62.7
3296.9,247.3,329.7,109.9
3535.6,265.2,353.6,117.9
2530.8,189.8,253.1,84.4
2629.5,197.2,262.9,87.6
2188.9,164.2,218.9,73.0
2415.4,181.2,241.5,80.5
2833.1,212.5,283.3,94.4
2795.8,209.7,279.6,93.2
3249.0,243.7,324.9,108.3
1406.7,105.5,140.7,46.9
1793.5,134.5,179.4,59.8
2475.4,185.7,247.5,82.5
2925.0,219.4,292.5,97.5
1540.3,115.5,154.0,51.3
1860.5,139.5,186.1,62.0
3260.9,244.6,326.1,108.7
2064.4,154.8,206.4,68.8
2635.7,197.7,263.6,87.9
3086.5,231.5,308.6,102.9
1421.4,106.6,142.1,47.4
2708.6,203.1,270.9,90.3
2207.6,165.6,220.8,73.6
3071.8,230.4,307.2,102.4
2679.9,201.0,268.0,89.3
1758.5,131.9,175.8,58.6
1999.2,149.9,199.9,66.6
2542.1,190.7,254.2,84.7
1682.8,126.2,168.3,56.1
2726.1,204.5,272.6,90.9
2613.9,196.0,261.4,87.1
2589.5,194.2,258.9,86.3
2749.8,206.2,275.0,91.7
1512.8,113.5,151.3,50.4
2293.6,172.0,229.4,76.5
2478.4,185.9,247.8,82.6
3011.0,225.8,301.1,100.4
1992.2,149.4,199.2,66.4
2138.1,160.4,213.8,71.3
3032.3,227.4,303.2,101.1
2039.5,153.0,204.0,68.0
3241.9,243.1,324.2,108.1
1399.1,104.9,139.9,46.6
3475.7,260.7,347.6,115.9
2999.4,225.0,299.9,100.0
2050.9,153.8,205.1,68.4
3196.2,239.7,319.6,106.5
1993.3,149.5,199.3,66.4
3346.5,251.0,334.7,111.6
2561.0,192.1,256.1,85.4
1822.9,136.7,182.3,60.8
2957.3,221.8,295.7,98.6
1932.1,144.9,193.2,64.4
2567.1,192.5,256.7,85.6
2299.7,172.5,230.0,76.7
3000.5,225.0,300.0,100.0
2095.0,157.1,209.5,69.8
2642.0,198.1,264.2,88.1
2472.8,185.5,247.3,82.4
3279.2,245.9,327.9,109.3
2980.3,223.5,298.0,99.3
3038.7,227.9,303.9,101.3
2821.5,211.6,282.1,94.0
3983.3,298.8,398.3,132.8
2077.8,155.8,207.8,69.3
2030.7,152.3,203.1,67.7
2195.7,164.7,219.6,73.2
2097.2,157.3,209.7,69.9
3641.9,273.1,364.2,121.4
2293.6,172.0,229.4,76.5
1200.0,90.0,120.0,40.0
2543.4,190.8,254.3,84.8
2099.3,157.5,209.9,70.0
2788.5,209.1,278.8,92.9
1600.5,120.0,160.1,53.3
1759.0,131.9,175.9,58.6
1325.3,99.4,132.5,44.2
1793.0,134.5,179.3,59.8
2067.5,155.1,206.8,68.9
1550.1,116.3,155.0,51.7
3171.6,237.9,317.2,105.7
1666.8,125.0,166.7,55.6
3321.9,249.1,332.2,110.7
2440.5,183.0,244.0,81.3
3555.4,266.7,355.5,118.5
2407.7,180.6,240.8,80.3
2652.0,198.9,265.2,88.4
2075.2,155.6,207.5,69.2
1965.0,147.4,196.5,65.5
3569.2,267.7,356.9,119.0
2763.5,207.3,276.3,92.1
2434.4,182.6,243.4,81.1
1200.0,90.0,120.0,40.0
1590.5,119.3,159.0,53.0
2689.0,201.7,268.9,89.6
2143.6,160.8,214.4,71.5
1481.5,111.1,148.1,49.4
2659.0,199.4,265.9,88.6
2237.2,167.8,223.7,74.6
3235.3,242.6,323.5,107.8
3435.9,257.7,343.6,114.5
2316.1,173.7,231.6,77.2
2325.2,174.4,232.5,77.5
2303.5,172.8,230.3,76.8
2263.6,169.8,226.4,75.5
3059.1,229.4,305.9,102.0
2641.0,198.1,264.1,88.0
2031.2,152.3,203.1,67.7
1809.9,135.7,181.0,60.3
2913.3,218.5,291.3,97.1
1375.6,103.2,137.6,45.9
1972.5,147.9,197.2,65.7
2819.5,211.5,281.9,94.0
1840.4,138.0,184.0,61.3
2451.7,183.9,245.2,81.7
3070.8,230.3,307.1,102.4
1354.4,101.6,135.4,45.1
2889.4,216.7,288.9,96.3
1978.6,148.4,197.9,66.0
1200.0,90.0,120.0,40.0
1498.8,112.4,149.9,50.0
3142.3,235.7,314.2,104.7
1975.2,148.1,197.5,65.8
1561.7,117.1,156.2,52.1
3314.6,248.6,331.5,110.5
1293.4,97.0,129.3,43.1
1473.5,110.5,147.4,49.1
1732.7,129.9,173.3,57.8
2911.5,218.4,291.2,97.1
1962.7,147.2,196.3,65.4
2371.6,177.9,237.2,79.1
2665.8,199.9,266.6,88.9
1761.3,132.1,176.1,58.7
2541.9,190.6,254.2,84.7
3312.5,248.4,331.2,110.4
2298.3,172.4,229.8,76.6
2130.5,159.8,213.0,71.0
1737.7,130.3,173.8,57.9
2369.1,177.7,236.9,79.0
2032.5,152.4,203.2,67.7
1930.8,144.8,193.1,64.4
2253.8,169.0,225.4,75.1
1634.9,122.6,163.5,54.5
1774.6,133.1,177.5,59.2
1932.5,144.9,193.3,64.4
2994.2,224.6,299.4,99.8
2747.9,206.1,274.8,91.6
2665.6,199.9,266.6,88.9
2310.2,173.3,231.0,77.0
2449.3,183.7,244.9,81.6
2652.6,198.9,265.3,88.4
2718.5,203.9,271.9,90.6
3113.4,233.5,311.3,103.8
2312.5,173.4,231.2,77.1
1577.1,118.3,157.7,52.6
2499.3,187.4,249.9,83.3
2933.4,220.0,293.3,97.8
1200.0,90.0,120.0,40.0
3586.5,269.0,358.7,119.6
2265.0,169.9,226.5,75.5
2726.3,204.5,272.6,90.9
2988.8,224.2,298.9,99.6
1593.1,119.5,159.3,53.1
2903.1,217.7,290.3,96.8
1567.6,117.6,156.8,52.3
2148.6,161.1,214.9,71.6
3571.6,267.9,357.2,119.1
1656.0,124.2,165.6,55.2
1397.2,104.8,139.7,46.6
3146.6,236.0,314.7,104.9
2943.1,220.7,294.3,98.1
2556.9,191.8,255.7,85.2
2517.3,188.8,251.7,83.9
2368.2,177.6,236.8,78.9
2212.8,166.0,221.3,73.8
2146.2,161.0,214.6,71.5
2090.6,156.8,209.1,69.7
3356.7,251.7,335.7,111.9
2051.1,153.8,205.1,68.4
2592.0,194.4,259.2,86.4
2134.3,160.1,213.4,71.1
2626.2,197.0,262.6,87.5
1583.6,118.8,158.4,52.8
1489.3,111.7,148.9,49.6
3022.4,226.7,302.2,100.7
2219.1,166.4,221.9,74.0
3144.7,235.9,314.5,104.8
1630.9,122.3,163.1,54.4
1648.0,123.6,164.8,54.9
1726.8,129.5,172.7,57.6
3097.8,232.3,309.8,103.3
3190.4,239.3,319.0,106.3
2093.1,157.0,209.3,69.8
3300.8,247.6,330.1,110.0
2572.6,192.9,257.3,85.8
2020.0,151.5,202.0,67.3
2225.0,166.9,222.5,74.2
3115.1,233.6,311.5,103.8
2375.4,178.2,237.5,79.2
3232.6,242.4,323.3,107.8
1577.5,118.3,157.7,52.6
2771.9,207.9,277.2,92.4
3630.9,272.3,363.1,121.0
2198.0,164.8,219.8,73.3
2072.0,155.4,207.2,69.1
2589.2,194.2,258.9,86.3
2947.4,221.1,294.7,98.2
3091.1,231.8,309.1,103.0
2701.8,202.6,270.2,90.1
2362.1,177.2,236.2,78.7
2826.9,212.0,282.7,94.2
3106.0,233.0,310.6,103.5
2329.0,174.7,232.9,77.6
3376.5,253.2,337.6,112.5
2603.4,195.3,260.3,86.8
3527.4,264.6,352.7,117.6
2619.9,196.5,262.0,87.3
2126.1,159.5,212.6,70.9
2676.8,200.8,267.7,89.2
1455.4,109.2,145.5,48.5
2502.2,187.7,250.2,83.4
3179.8,238.5,318.0,106.0
1887.2,141.5,188.7,62.9
2339.0,175.4,233.9,78.0
2801.1,210.1,280.1,93.4
3283.7,246.3,328.4,109.5
1200.0,90.0,120.0,40.0
2492.2,186.9,249.2,83.1
2173.7,163.0,217.4,72.5
1679.0,125.9,167.9,56.0
2120.9,159.1,212.1,70.7
2799.9,210.0,280.0,93.3
2650.5,198.8,265.0,88.3
1958.1,146.9,195.8,65.3
2334.3,175.1,233.4,77.8
1849.5,138.7,185.0,61.7
1406.6,105.5,140.7,46.9
3497.4,262.3,349.7,116.6
2070.6,155.3,207.1,69.0
2424.7,181.9,242.5,80.8
2779.0,208.4,277.9,92.6
2951.0,221.3,295.1,98.4
2374.9,178.1,237.5,79.2
1649.0,123.7,164.9,55.0
2771.9,207.9,277.2,92.4
1500.8,112.6,150.1,50.0
3423.3,256.7,342.3,114.1
2686.1,201.5,268.6,89.5
3076.3,230.7,307.6,102.5
1764.1,132.3,176.4,58.8
1934.4,145.1,193.4,64.5
2013.1,151.0,201.3,67.1
3490.3,261.8,349.0,116.3
1592.8,119.5,159.3,53.1
2155.5,161.7,215.6,71.9
2465.0,184.9,246.5,82.2
2676.0,200.7,267.6,89.2
2661.5,199.6,266.1,88.7
2829.2,212.2,282.9,94.3
2270.9,170.3,227.1,75.7
1452.3,108.9,145.2,48.4
3221.2,241.6,322.1,107.4
1664.8,124.9,166.5,55.5
3284.1,246.3,328.4,109.5
2370.2,177.8,237.0,79.0
2357.3,176.8,235.7,78.6
2111.7,158.4,211.2,70.4
1879.3,141.0,187.9,62.6
1710.8,128.3,171.1,57.0
1725.1,129.4,172.5,57.5
2259.1,169.4,225.9,75.3
2992.5,224.4,299.2,99.7
2138.2,160.4,213.8,71.3
2160.0,162.0,216.0,72.0
2715.1,203.6,271.5,90.5
1472.1,110.4,147.2,49.1
1637.6,122.8,163.8,54.6
1887.4,141.6,188.7,62.9
1482.1,111.2,148.2,49.4
2728.1,204.6,272.8,90.9
2289.0,171.7,228.9,76.3
2204.5,165.3,220.5,73.5
2663.9,199.8,266.4,88.8
2895.1,217.1,289.5,96.5
3516.4,263.7,351.6,117.2
1762.6,132.2,176.3,58.8
2979.5,223.5,298.0,99.3
2712.6,203.4,271.3,90.4
2561.5,192.1,256.1,85.4
2898.2,217.4,289.8,96.6
2718.4,203.9,271.8,90.6
1530.2,114.8,153.0,51.0
3088.0,231.6,308.8,102.9
1526.9,114.5,152.7,50.9
2259.0,169.4,225.9,75.3
3263.8,244.8,326.4,108.8
3399.3,255.0,339.9,113.3
3743.5,280.8,374.4,124.8
1536.8,115.3,153.7,51.2
3593.7,269.5,359.4,119.8
2293.7,172.0,229.4,76.5
2288.4,171.6,228.8,76.3
1574.2,118.1,157.4,52.5
2521.2,189.1,252.1,84.0
2853.2,214.0,285.3,95.1
2772.2,207.9,277.2,92.4
2330.4,174.8,233.0,77.7
2721.8,204.1,272.2,90.7
2459.8,184.5,246.0,82.0
2045.5,153.4,204.5,68.2
3155.5,236.7,315.5,105.2
2292.2,171.9,229.2,76.4
2642.5,198.2,264.3,88.1
2459.8,184.5,246.0,82.0
3549.2,266.2,354.9,118.3
1823.3,136.8,182.3,60.8
1490.7,111.8,149.1,49.7
3017.0,226.3,301.7,100.6
3027.4,227.1,302.7,100.9
2805.7,210.4,280.6,93.5
2654.9,199.1,265.5,88.5
2473.2,185.5,247.3,82.4
1969.7,147.7,197.0,65.7
3027.4,227.1,302.7,100.9
1781.2,133.6,178.1,59.4
4191.9,314.4,419.2,139.7
2429.9,182.2,243.0,81.0
3597.5,269.8,359.7,119.9
3440.7,258.1,344.1,114.7
2615.4,196.2,261.5,87.2
2227.4,167.1,222.7,74.2
2142.0,160.7,214.2,71.4
2531.5,189.9,253.2,84.4
2680.7,201.1,268.1,89.4
2021.7,151.6,202.2,67.4
2829.6,212.2,283.0,94.3
3332.5,249.9,333.2,111.1
3577.8,268.3,357.8,119.3
3871.8,290.4,387.2,129.1
2028.1,152.1,202.8,67.6
2264.5,169.8,226.5,75.5
2266.9,170.0,226.7,75.6
2460.1,184.5,246.0,82.0
1816.9,136.3,181.7,60.6
1376.2,103.2,137.6,45.9
2357.7,176.8,235.8,78.6
4340.1,325.5,434.0,144.7
1310.0,98.3,131.0,43.7
2006.5,150.5,200.7,66.9
2242.9,168.2,224.3,74.8
2911.9,218.4,291.2,97.1
1471.8,110.4,147.2,49.1
1202.3,90.2,120.2,40.1
1881.5,141.1,188.2,62.7
3247.0,243.5,324.7,108.2
2559.0,191.9,255.9,85.3
1200.0,90.0,120.0,40.0
2179.5,163.5,218.0,72.7
1200.0,90.0,120.0,40.0
1200.0,90.0,120.0,40.0
2033.1,152.5,203.3,67.8
2228.9,167.2,222.9,74.3
1200.0,90.0,120.0,40.0
1806.0,135.5,180.6,60.2
2049.3,153.7,204.9,68.3
3296.1,247.2,329.6,109.9
2080.0,156.0,208.0,69.3
2884.7,216.4,288.5,96.2
1872.1,140.4,187.2,62.4
1976.5,148.2,197.7,65.9
2821.3,211.6,282.1,94.0
1692.8,127.0,169.3,56.4
2742.1,205.7,274.2,91.4
2837.4,212.8,283.7,94.6
1751.6,131.4,175.2,58.4
3102.0,232.6,310.2,103.4
3043.4,228.3,304.3,101.4
2445.4,183.4,244.5,81.5
1954.0,146.6,195.4,65.1
2411.8,180.9,241.2,80.4
2404.0,180.3,240.4,80.1
2244.5,168.3,224.5,74.8
2431.2,182.3,243.1,81.0
1365.5,102.4,136.5,45.5
2375.3,178.1,237.5,79.2
2619.7,196.5,262.0,87.3
2568.2,192.6,256.8,85.6
2830.3,212.3,283.0,94.3
3025.5,226.9,302.5,100.8
2258.4,169.4,225.8,75.3
1760.8,132.1,176.1,58.7
2493.1,187.0,249.3,83.1
2713.2,203.5,271.3,90.4
2949.3,221.2,294.9,98.3
3681.2,276.1,368.1,122.7
2191.3,164.4,219.1,73.0
1719.0,128.9,171.9,57.3
2047.4,153.6,204.7,68.2
2151.6,161.4,215.2,71.7
3908.6,293.1,390.9,130.3
2009.2,150.7,200.9,67.0
2244.7,168.4,224.5,74.8
1744.6,130.8,174.5,58.2
1443.5,108.3,144.4,48.1
2006.2,150.5,200.6,66.9
3078.5,230.9,307.8,102.6
2914.0,218.5,291.4,97.1
1833.9,137.5,183.4,61.1
2027.9,152.1,202.8,67.6
1571.4,117.9,157.1,52.4
2581.3,193.6,258.1,86.0
1528.1,114.6,152.8,50.9
3401.2,255.1,340.1,113.4
1873.3,140.5,187.3,62.4
2136.4,160.2,213.6,71.2
2428.6,182.1,242.9,81.0
2015.2,151.1,201.5,67.2
1930.2,144.8,193.0,64.3
2575.9,193.2,257.6,85.9
2755.9,206.7,275.6,91.9
3848.4,288.6,384.8,128.3
2449.3,183.7,244.9,81.6
3724.1,279.3,372.4,124.1
2555.2,191.6,255.5,85.2
2207.6,165.6,220.8,73.6
2794.0,209.5,279.4,93.1
1631.4,122.4,163.1,54.4
2138.5,160.4,213.8,71.3
1943.3,145.8,194.3,64.8
2754.2,206.6,275.4,91.8
3276.4,245.7,327.6,109.2
2327.1,174.5,232.7,77.6
2287.7,171.6,228.8,76.3
1760.2,132.0,176.0,58.7
1703.1,127.7,170.3,56.8
2805.3,210.4,280.5,93.5
2789.5,209.2,278.9,93.0
2471.9,185.4,247.2,82.4
2619.2,196.4,261.9,87.3
2917.4,218.8,291.7,97.2
1848.7,138.7,184.9,61.6
3059.9,229.5,306.0,102.0
2513.4,188.5,251.3,83.8
2762.2,207.2,276.2,92.1
1200.0,90.0,120.0,40.0
2210.3,165.8,221.0,73.7
2445.7,183.4,244.6,81.5
2275.9,170.7,227.6,75.9
2499.1,187.4,249.9,83.3
2832.7,212.5,283.3,94.4
3029.4,227.2,302.9,101.0
2800.1,210.0,280.0,93.3
2662.6,199.7,266.3,88.8
1780.3,133.5,178.0,59.3
1946.9,146.0,194.7,64.9
3044.4,228.3,304.4,101.5
2197.8,164.8,219.8,73.3
2171.3,162.9,217.1,72.4
3029.0,227.2,302.9,101.0
2218.9,166.4,221.9,74.0
1200.0,90.0,120.0,40.0
2751.4,206.4,275.1,91.7
2541.7,190.6,254.2,84.7
1899.9,142.5,190.0,63.3
1918.3,143.9,191.8,63.9
1942.9,145.7,194.3,64.8
3072.0,230.4,307.2,102.4
2088.4,156.6,208.8,69.6
2011.0,150.8,201.1,67.0
1450.6,108.8,145.1,48.4
2289.8,171.7,229.0,76.3
2718.9,203.9,271.9,90.6
2034.4,152.6,203.4,67.8
3097.9,232.3,309.8,103.3
1991.1,149.3,199.1,66.4
3369.1,252.7,336.9,112.3
2150.8,161.3,215.1,71.7
2360.3,177.0,236.0,78.7
1866.1,140.0,186.6,62.2
1722.6,129.2,172.3,57.4
3147.7,236.1,314.8,104.9
1892.8,142.0,189.3,63.1
1689.6,126.7,169.0,56.3
1486.8,111.5,148.7,49.6
2578.2,193.4,257.8,85.9
2883.6,216.3,288.4,96.1
1912.9,143.5,191.3,63.8
2822.7,211.7,282.3,94.1
2322.7,174.2,232.3,77.4
1403.9,105.3,140.4,46.8
1510.0,113.3,151.0,50.3
1842.2,138.2,184.2,61.4
3159.9,237.0,316.0,105.3
2131.3,159.8,213.1,71.0
3128.5,234.6,312.9,104.3
1619.4,121.5,161.9,54.0
1548.6,116.1,154.9,51.6
2033.6,152.5,203.4,67.8
3155.7,236.7,315.6,105.2
1711.2,128.3,171.1,57.0
2731.9,204.9,273.2,91.1
1212.5,90.9,121.3,40.4
2391.1,179.3,239.1,79.7
2982.8,223.7,298.3,99.4
2223.6,166.8,222.4,74.1
1340.5,100.5,134.1,44.7
1466.9,110.0,146.7,48.9
2514.0,188.6,251.4,83.8
2314.6,173.6,231.5,77.2
1311.8,98.4,131.2,43.7
1472.8,110.5,147.3,49.1
3318.1,248.9,331.8,110.6
3239.6,243.0,324.0,108.0
2948.3,221.1,294.8,98.3
3326.4,249.5,332.6,110.9
1905.8,142.9,190.6,63.5
3031.3,227.3,303.1,101.0
2107.5,158.1,210.8,70.3
1959.5,147.0,196.0,65.3
1508.0,113.1,150.8,50.3
2596.6,194.7,259.7,86.6
1513.5,113.5,151.3,50.4
2885.1,216.4,288.5,96.2
2228.2,167.1,222.8,74.3
3142.9,235.7,314.3,104.8
3438.6,257.9,343.9,114.6
2871.9,215.4,287.2,95.7
2995.1,224.6,299.5,99.8
2297.1,172.3,229.7,76.6
3258.5,244.4,325.9,108.6
2753.1,206.5,275.3,91.8
2465.8,184.9,246.6,82.2
2637.8,197.8,263.8,87.9
2410.4,180.8,241.0,80.3
2845.8,213.4,284.6,94.9
2032.2,152.4,203.2,67.7
3056.5,229.2,305.6,101.9
3055.3,229.2,305.5,101.8
2960.0,222.0,296.0,98.7
2784.6,208.8,278.5,92.8
2108.4,158.1,210.8,70.3
2585.4,193.9,258.5,86.2
1967.0,147.5,196.7,65.6
2211.2,165.8,221.1,73.7
3069.0,230.2,306.9,102.3
3724.8,279.4,372.5,124.2
2224.5,166.8,222.4,74.1
2201.4,165.1,220.1,73.4
2065.4,154.9,206.5,68.8
2922.4,219.2,292.2,97.4
3307.9,248.1,330.8,110.3
3626.7,272.0,362.7,120.9
1289.0,96.7,128.9,43.0
2426.4,182.0,242.6,80.9
2635.7,197.7,263.6,87.9
2345.2,175.9,234.5,78.2
1970.5,147.8,197.1,65.7
1535.1,115.1,153.5,51.2
2382.2,178.7,238.2,79.4
1617.8,121.3,161.8,53.9
2219.1,166.4,221.9,74.0
2222.3,166.7,222.2,74.1
2604.5,195.3,260.4,86.8
3875.1,290.6,387.5,129.2
2294.8,172.1,229.5,76.5
2285.9,171.4,228.6,76.2
2138.5,160.4,213.9,71.3
1535.7,115.2,153.6,51.2
2899.6,217.5,290.0,96.7
2706.4,203.0,270.6,90.2
2030.5,152.3,203.1,67.7
2124.2,159.3,212.4,70.8
2601.5,195.1,260.2,86.7
2928.4,219.6,292.8,97.6
2181.0,163.6,218.1,72.7
1836.9,137.8,183.7,61.2
1302.8,97.7,130.3,43.4
1669.9,125.2,167.0,55.7
2409.7,180.7,241.0,80.3
3207.2,240.5,320.7,106.9
1560.3,117.0,156.0,52.0
1417.4,106.3,141.7,47.2
1782.3,133.7,178.2,59.4
1632.7,122.5,163.3,54.4
2472.1,185.4,247.2,82.4
1818.3,136.4,181.8,60.6
2882.8,216.2,288.3,96.1
1529.2,114.7,152.9,51.0
3206.8,240.5,320.7,106.9
2456.1,184.2,245.6,81.9
1200.0,90.0,120.0,40.0
2350.8,176.3,235.1,78.4
3067.6,230.1,306.8,102.3
2350.9,176.3,235.1,78.4
1481.0,111.1,148.1,49.4
2300.5,172.5,230.1,76.7
1550.3,116.3,155.0,51.7
3072.6,230.4,307.3,102.4
1450.3,108.8,145.0,48.3
1200.0,90.0,120.0,40.0
2591.4,194.4,259.1,86.4
1826.5,137.0,182.7,60.9
2913.9,218.5,291.4,97.1
3077.8,230.8,307.8,102.6
2916.9,218.8,291.7,97.2
1561.1,117.1,156.1,52.0
3301.0,247.6,330.1,110.0
2757.4,206.8,275.7,91.9
1710.8,128.3,171.1,57.0
1720.1,129.0,172.0,57.3
1589.5,119.2,158.9,53.0
3909.8,293.2,391.0,130.3
2600.9,195.1,260.1,86.7
1983.8,148.8,198.4,66.1
2842.2,213.2,284.2,94.7
2722.1,204.2,272.2,90.7
2556.3,191.7,255.6,85.2
1645.2,123.4,164.5,54.8
2746.0,205.9,274.6,91.5
2707.0,203.0,270.7,90.2
2830.3,212.3,283.0,94.3
4331.1,324.8,433.1,144.4
1501.6,112.6,150.2,50.1
1579.3,118.4,157.9,52.6
1990.1,149.3,199.0,66.3
3733.8,280.0,373.4,124.5
1323.1,99.2,132.3,44.1
1892.9,142.0,189.3,63.1
1894.5,142.1,189.4,63.1
2018.9,151.4,201.9,67.3
2036.1,152.7,203.6,67.9
1799.7,135.0,180.0,60.0
2598.0,194.9,259.8,86.6
2528.4,189.6,252.8,84.3
2080.5,156.0,208.0,69.3
2699.8,202.5,270.0,90.0
3423.3,256.7,342.3,114.1
3757.7,281.8,375.8,125.3
1877.0,140.8,187.7,62.6
3464.9,259.9,346.5,115.5
1662.3,124.7,166.2,55.4
2886.0,216.5,288.6,96.2
2642.5,198.2,264.2,88.1
2789.0,209.2,278.9,93.0
2397.6,179.8,239.8,79.9
2615.6,196.2,261.6,87.2
3130.4,234.8,313.0,104.3
2275.7,170.7,227.6,75.9
2035.6,152.7,203.6,67.9
3446.4,258.5,344.6,114.9
3045.7,228.4,304.6,101.5
2606.9,195.5,260.7,86.9
2831.9,212.4,283.2,94.4
2352.6,176.4,235.3,78.4
1844.6,138.3,184.5,61.5
1731.1,129.8,173.1,57.7
2380.1,178.5,238.0,79.3
2589.3,194.2,258.9,86.3
3537.4,265.3,353.7,117.9
2344.9,175.9,234.5,78.2
1588.9,119.2,158.9,53.0
1941.0,145.6,194.1,64.7
3424.1,256.8,342.4,114.1
2303.9,172.8,230.4,76.8
1551.2,116.3,155.1,51.7
2472.8,185.5,247.3,82.4
2105.9,157.9,210.6,70.2
3446.2,258.5,344.6,114.9
